,E_Mail,Label
469,"['►', '8', '›', 'Download', '”', '27', '←', '•', '·', '69', '25', '61', '←', '—', '–', '4', '—', '»', '■', 'Devamı', 'PDF', '›', '2', '•', '·', 'Download', '·', '•', '25', '”', '360', '25', '43', '24', '»', '→', 'Download', '√', '§', '16', '–', '♥', '–', 'Mevlana', '23', '–', '–', '10', '73', '25', '»', '»', '82', '›', '·', 'PDF', '3', 'Download', 'Devamı', '→', '11', '12', '74', '§', '♦', '●', 'Anasayfa', 'Devamı', '“', '—', '—', 'Yoksa', '2017', '3', '”', '”', 'Cevap', '😀', '🙂', '—', '360', '😉', '♦', '”', 'Haberler', '😉', '✔', '·', '😀', '”', '6', 'Devamı', '→', '»', '18', '42', '8', '→', '“', '19', '—', '”', '•', '»', '😀', 'Download', 'Devamı', '😉', '√', '24', '”', 'Home', '←', '♦', 'Devamı', '74', 'Devamı', '22', '•', '🙂', '»']",spam
470,"['Neden', '•', '″', '😀', '←', '5', '—', '2', '”', '8', '🙂', '■', '😊', 'PDF', '”', '26', '»', '·', '4', 'Devamı', '43', '→', '√', '→', 'PDF', 'Download', '“', '»', '–', '9', '←', '[UNK]', '15', 'İzlediğiniz', '»', 'Devamı', 'Devamı', 'Devamı', '·', '26', 'PDF', '·', 'Devamı', '»', '»', '—', '■', 'Download', '69', '13', 'Ayrıca', '►', '1', 'PDF', 'Devamı', '43', '”', '»', '24', '😀', '”', '26', '😀', '”', '■', '“', '8', '19', 'PDF', 'Download', '–', '9', 'Haberler', '·', '♦', '•', '—', 'PDF', '»', '73', '23', '→', 'Mevlana', '39', 'Haberler', '—', '→', '24', '✔', '17', '😊', '”', 'Devamı', '»', '2', 'Download', '42', '21', '—', '42', '·', '●', '42', '»', '14', '•', '■', '■', 'PDF']",spam
471,"['PDF', '►', 'PDF', '12', '·', 'PDF', 'Devamı', '27', '–', '”', '26', '·', '•', 'Devamı', '8', 'Devamı', '←', '”', '…', '♥', '″', '←', '–', '…', '😀', '»', '→', '”', '✔', '·', '→', '69', '›', '»', '■', 'Ayrıca', '→', '›', 'Ayrıca', '”', '5', '18', '2017', '4', '17', '→', '•', '•', '13', '14', '”', '—', '✔', '12', '4', 'Devamı', 'Devamı', 'Download', 'Devamı', '19', '😀', '”', 'Devamı', '19', '→', 'Download', 'Anasayfa', '›', '—', 'Download', '🙂', '»', '”', '29', '»', '✔', '✔', '1', '·', '»', '·', '15']",ham
472,"['Download', '•', '”', '✓', '24', '§', '•', 'İzlediğiniz', '5', '·', '”', 'Devamı', '8', 'Devamı', '»', 'Haberler', 'Devamı', '🙂', '—', 'Devamı', '–', '6', '7', 'PDF', '»', '»', 'İzlediğiniz', 'PDF', '”', '21', '·', 'PDF', 'Download', '…', 'Haberler', '19', '←', '■', 'Devamı', '27', 'PDF', '—', '»', '→', '»', '·', 'Download', '→', '14', '•', '›', '36', 'Devamı', '–', '69', '43', 'İzlediğiniz', 'Bu', 'Download', '■', '🙂', '→', 'Teşekkürler', 'Download', '23', '13', 'Devamı', '►', '73', '✔', '69', '·', '·', '»', '→', '»', 'Anasayfa', 'Download', '•', '»', '43', 'Devamı', 'Devamı', '10', '√', '”', '—', '36', '·', '4', 'Download', '·', '●', '36', '”', '—', '·', '🙂', '14', '●', '6', 'Devamı', '•', '”', '•', '13', 'Devamı', 'Haberler', '♥', 'Devamı', '»', '→', 'Ayrıca', 'Devamı', 'Devamı', '14', 'Yoksa', '21', '—', '[UNK]', 'Download', '24', '←', '🙂', '12', '–', '–', '28', '😀', '→', 'Devamı', '8', '🙂', 'PDF', 'Download', '»', '♥', 'Devamı', '—', 'PDF', '—', '21', 'Devamı', '—', 'Devamı', '😀', 'PDF', '←', 'Download', '»', '→', 'Devamı', '♥', '😉', '✔', '11', 'Devamı', '•', '10', '–', 'PDF', '10', '28', 'Devamı', '82', '”', 'Devamı', '·', '🙂', 'Devamı', '🙂', '360', '→', '”', '✓', '”', '•', '9', 'Devamı', '»', '→', '·', 'Devamı', '24', '●', '●', '→', '”', '✔', '·', '10', 'Devamı', 'PDF', 'Etiketler']",spam
473,"['26', '😀', '”', 'Devamı', '√', 'İzlediğiniz', '1', '”', '🙂', 'Devamı', 'İzlediğiniz', 'Anasayfa', '25', 'Cevapları', '►', 'Download', 'PDF', 'PDF', 'PDF']",spam
474,"['—', 'Devamı', '26', '16', '»', '›', '6', '→', '•', '—', '17', '10']",ham
475,[],ham
476,"['😀', '»', '2017', '72', '7', '13', '■', 'PDF', '29', '→', '·', '♦', '■', '→', '”', '·', 'Download', '●', '•', '›', '21', '28', '●', '7', '→', 'Home', '🙂', 'Devamı', '41', 'PDF', 'n', 'Devamı', '😀', 'n', '●', 'PDF', '69', '12', '”', '41', '»', '6', '●', '—', 'Download', '7', 'Devamı', 'Devamı', 'PDF', '·', '✓', '—', '»', '♥', 'Home', '✔', '←', '26', 'PDF', '—', '22', '21', 'Devamı', '😀', '🙂', 'Teşekkürler', '😊', '■', '·', '■', 'Devamı', '42', '24', '→', '1', '→', '15', '—', '26', 'PDF', 'Haberler', '←', 'Mevlana', 'PDF', '″', '←', '§', '17', '”', '“', '”', '27', '11', '●', 'Devamı', '15', '61', '→', '·', '15', '✓', '😀', '→', '—', '7', 'PDF', '10', '18', '•', '8', '←', '»', '29', '♥', '24', '16', '”', 'Devamı', '2', '•', '·', '“', '73', '73', '19', 'Download', '›', '•', '✔', '23', 'Download', '→', 'PDF', '✓', '11', 'Download', '§', '♥', '–', '🙂', '»', '23', 'PDF', '42', '●', 'Haberler', '22', '•', '›', '→', '11', '73', '…', 'n', '→', '•', 'PDF', '42', '36', '11', '•', '■', '►', '4', '7', '24', '9', 'Mevlana', '10', '360', '•', '•', 'Download', '►', 'PDF', '[UNK]', 'Devamı', '—', '21', '—', '9', '✔', 'Teşekkürler', '72', '–', '16', '»', 'Devamı', '16', '›', '19', 'PDF', 'Devamı', '·', 'n', '”', '16', '”', '8', 'Devamı', '1', '”', '•', 'PDF', '16', 'Bu', '›', '—', 'Devamı', '—', '5', '»', 'n', '•', '19', '»', '✔', '13', 'Devamı', 'Devamı', '12', '15', '·', '”', '[UNK]', '·', '72', 'Devamı', 'PDF', '6', 'Neden', '360', '4', 'PDF', '43', '360', '24', 'Devamı', '✔', '»', '—', '●', '😊', 'İzlediğiniz', 'Download', '”', '😉', '•', '”', '✔', '43', '😊', '”', '←', '✔', '—', '”', 'PDF', 'Download', '·', '23', 'Anasayfa', 'Devamı', '😀', '7', '→', 'Home', '42', '22', 'Devamı', '😉', '§', '»', '”', 'PDF', '1', 'Yoksa', '42', 'Devamı', 'Download', '♥', 'Devamı', 'Devamı', '—', '–', '·', 'Download', '√', '·', 'Devamı', '[UNK]', '″', '9', '1', '😀', '—', '→', '26', '22', '19', '″', 'Etiketler', '27', '·', '”', '24']",spam
477,"['PDF', 'Devamı', 'Haberler', '”', '●', '”', '•', '74', '🙂', '22', '—', '→', '13', '–', '✔', 'Haberler', '·', '§', 'Devamı', '→', '→', 'Home', '42', '😀', '22', '7', '12', 'Anasayfa', 'PDF', 'Download', '♦', '22', '😀', '—', '»', 'Devamı', 'PDF', 'Download', '3', '·', '25', '61', '23', '←', '→', 'PDF', '22', '←', 'Devamı', '·', '»', '►', 'PDF', '·', '15', '”', '•', '✓', 'Bu', '19', '4', '→', 'Etiketler', '►', '—', '•', '23', '»', '”', 'Mevlana', '–', '§', '41', '16', 'Devamı', '41', '•', '»', '”', '27', '17', '–', 'Devamı', 'Download', '·', '•', 'Devamı', 'PDF', 'Download', 'Devamı', '27', '←', '—', '♦', '♦', '•', '•', '8', '✔', '23', '—', 'İzlediğiniz', 'Teşekkürler', '•', '–', '3', 'PDF', '·', '·', '”', '–', '69', '•', '←', '»', '·', '73', '21', '”', '1', '2017', 'Download', '►', '●', '23', '♦', '26', '14', '”', '82', '»', 'Download', 'Download', '16', 'Ayrıca', '✓', 'Cevapları', '26', '→', '»', 'Anasayfa', 'Devamı', 'Devamı', '»', 'Devamı', '»', '●', '11', '42', '72', 'Selamlar', 'Devamı', '25', 'Cevap', 'Haberler', '28', '·', 'n', '→', 'Devamı', '·', '√', '🙂', '►', 'Ayrıca', 'Devamı', '69', '14', 'PDF', '·', '»', '●', '●', '13', '”', '–', 'Devamı', 'Neden', 'Cevap', '►', '→', '“', 'PDF', 'Download', '—', '»', '›', 'Anasayfa', 'Download', 'Devamı', '…', '”', 'Devamı', '—', '»', 'Selamlar', '—', 'PDF', 'Download', 'Cevap', '“', '»', '•', '14', 'Devamı', '♥', '”', '27', '·', '√', '”', '·', 'Haberler', '←', 'Download', 'PDF', '”', '→', '26', '✓', '•', '28', '”', '”', '»', '😀', 'Download', '19', 'Devamı', 'Devamı', '🙂', '15', 'Devamı', '→', 'Yoksa', '—', '»']",spam
478,"['6', '·', 'Download', '360', '🙂', '–', '—', '✔', '→', '14', 'n', '·', '9', '·', '—', '♦', '18', '•', '•', '♥', '●', '•', '→', '—', '”', '►', '♥', 'Cevapları', '●', '·', '26', 'Anasayfa', '82', '•', '[UNK]', 'Download', '41', '9', 'Devamı', '»', '11', '16', 'Home', 'Mevlana', 'Devamı', '●', '14', '14', '29', '”', '—', '–', '»', '•', '✔', '”', '→', '”', '”', '😊', '22', '🙂', 'Devamı', 'PDF', '“', '•', '—', '›', 'Selamlar', 'Download', '›', 'Home', '“', '→', '•', 'Devamı', '·', '18', 'Bu', '”', 'PDF', '🙂', 'Devamı', 'Neden', '·', '6', '28', '•', 'Devamı', '”', '22', 'Devamı', '13', 'PDF', '→', 'PDF', '69', 'Cevap', 'Download', '5', 'Devamı']",spam
479,"['—', '·', '–', '—', 'Devamı', '74', 'Download', '•', '”', '9', '26', '•', '12', '😉', '•', '…', '»', '72', '→', '·', '36', '»', 'Download', '•', '■', '·', '…', 'Devamı', 'Devamı', 'Anasayfa', '4', '→', '“', '·', '82', '·', 'Devamı', 'Devamı', '→', 'PDF', 'PDF', 'Download', '23', '—', 'PDF', '”', 'Devamı', '–', '”', '13', '»', '·', '11', '»', '✔', '29', 'Home', 'Devamı', '17', 'PDF', 'PDF', 'Home', '11', '”', '→', '·', 'PDF', '”', '”', '22', '—', 'Devamı', '•', '♦', '•', '·', 'İzlediğiniz', 'Download', 'Devamı', 'Devamı', 'Devamı', 'Etiketler', '11', '·', '←', 'Download', '41', '[UNK]', '23', '•', 'Home', 'Cevapları', 'PDF', '😀', '●', '●', '🙂', '→', '√', '9', '●', 'PDF', 'Download', 'Haberler', '•', '22', '21', '→', 'PDF', '→', '16', 'Devamı', '●', 'Haberler', '›', '→', '21', '36', '—', '♦', '9', '—', '”', '■', '29', 'Devamı', '27', '—', '82', '→', '14', 'Etiketler', 'Download', '24', 'Cevapları', '19', 'PDF', 'Home', '8', '»', '13', '•', 'Devamı', '12', '7', '”', '”', '·', '✔', 'PDF', '😀', '17', '21', '11', 'Devamı', '·', '41', '23', '[UNK]', '[UNK]', '🙂', '›', '—', '”', '←', 'Yoksa', 'Download', '17', 'PDF', '”', '✔', '15', '·', 'Devamı', 'PDF', 'Download', '—', '»', '•', '»', 'Yoksa', 'Download', 'Devamı', '6', '·', '←', '″', '10', '”', 'PDF', '69', '27', 'Devamı', '”', '28', '8', '17', '♥', 'Download', '»', '→', '·', '19', '←', '✔', 'Devamı', '61', '27', 'Devamı', 'Download', '😀', 'Mevlana', 'Neden', '🙂', 'Download', 'Download', 'Devamı', 'Ayrıca', '73', 'Download', '8', 'Download', '”', 'Devamı', '·', '2', '28', '7', '→', 'Devamı', '♦', '←', '♥', 'Home', 'Devamı', '17', '😀', '→', '24', '27', 'Devamı', '9', '17', '“', '•', '10', 'Yoksa', 'Ayrıca', '√', '9', '”', 'Haberler', 'PDF', '→', '—', '·', '9', 'Bu', '»', 'Devamı', '·']",spam
480,"['✓', '”', 'Devamı', '5', '–', '16', 'Yoksa', '13', '•', '🙂', '36', '»', '”', '♥', '←', '•', '·', '16', '●', 'Devamı', 'PDF', '—', '”', 'Neden', '•', '8', '8', 'Devamı']",spam
481,"['■', '2017', 'PDF', '″', '8', '→', '14', 'PDF', '•', 'Devamı', '7', '•', '🙂', '·', '—', '”', '9', '2', '73', '»', '♥', '23', '😀', 'Download', '43', '27', '”', 'Teşekkürler', '♥', '—', '–', '4', '—', 'Devamı', 'Devamı', '15', '”', '–', '”', '15', '”', '22', '27', '😉', '»', 'Devamı', 'Devamı', '■', '27', '“', '·', 'Devamı', 'Download', 'Yoksa', '—', 'Download', 'PDF', 'PDF', '●', '√', '●', '•', 'Devamı', '8', '28', '24', '·', '13', '»', 'Devamı', 'Haberler', '“', '»', 'Devamı', '17', 'Download', '1', 'PDF', '●', '—', '§', '21', '7', '●', '—', 'Devamı', '8', '•', '●', '18', '4', '16', '”', '—', '■', '8', '·', 'PDF', 'Yoksa', '»', '■', '…', 'PDF', 'Devamı', '”', '”', '21', '😀', '•', 'Download', '■', 'PDF', 'Devamı', 'PDF', '»', '“', '—', '21', '9', '8', '…', '←', 'Devamı', '6', '22', '•', '”', '→', '·', '←', '—', '—', '😀', '→', '15', '»', '•', '·', '74', '“', '19', '11', '8', 'PDF', '•', '·', '61', '»', 'İzlediğiniz', '26', 'Cevapları', '41', '✔', '§', '·', '›', 'Cevap', 'Anasayfa', '5', 'Ayrıca', 'Selamlar', '23', 'Devamı', '22', 'Devamı', 'PDF', '·', 'Devamı', 'PDF', '“', '16', '24', 'Devamı', '»', 'PDF', '4', '😀', 'Devamı', '♥', '”', 'Devamı', 'Devamı', 'Mevlana', '›', 'Devamı', 'n', '·', '”', 'Home', '[UNK]', '😀', '·', '•', '10', 'Devamı', '“', '♥', '“', 'Download', '—', '●', 'PDF', 'Haberler', '●', 'Ayrıca', '·', '·', '😊', '19', '·', 'Neden', '[UNK]', '”', '21', '→', '”', '·', '→', '🙂', '—', '·', '←', '61', 'PDF', '»', '•', '😀', '·', '39', 'Download', '•', '14', 'Devamı', 'Download', '11', '7', 'Home']",spam
482,"['Devamı', 'Haberler', '›', '28', 'Haberler', '→', '😀', '•', '14', '″', '·', '19', '26', '27']",ham
483,"['→', '10', '✔', '72', '•', '•', '21', '”', '·', 'Devamı', '”', 'Devamı', 'Devamı', '●', 'Devamı', '»', '3', '41', '“', '√', 'Download', 'Devamı', 'Teşekkürler', '←', '22', 'Cevapları', '6', '»', '—', '39', '✔', '🙂', '23', '13', 'Download', '✓', '■', '2', '42', '»', '9', '●', 'Devamı', '»', 'Yoksa', '22', '27', '»', '19', '§', '—', 'PDF', '8', 'Teşekkürler', '2', '·', 'Home', '■', '69', '10', '16', '9', 'Devamı', 'Cevapları', '13', 'PDF', '14', '[UNK]', '·', 'Devamı', '♦', '♥', '73', '14', 'Etiketler', '·', '·', 'Mevlana', '42', '9', '·', '—', 'Download', '2017', '→', '3', 'Devamı', 'Devamı', '”', '18', '←', '—', '26', '›', '“', '»', '72', '19', '•', 'İzlediğiniz', 'Devamı', '→', 'PDF', '21', '•', '►', '”', 'PDF', '–', '»', 'Devamı', '”', '”', '■', '15', '8']",ham
484,"['—', '22', '1', '♥', '14', '♥', '9', '13', '26', '←', '✔', '•', '”', '—', '14', '←', '8', '—', 'Devamı', '27', '→', '—', '–', '12', '12', '●', '”', 'Download', '♥', 'Devamı', 'Home', '✓', '5', '•', '”', '82', 'Devamı', '√', '15', 'Devamı', '🙂', '10', 'Download', '·', 'Devamı', 'Bu', '10', '·', '·', '»', '»', 'Download', '·', '26', '›', '✓', '13', '69', 'Mevlana', '·', 'PDF', '●', '•', '73', '18', '“', '72', 'İzlediğiniz', '·', 'PDF', '23', '7', '6', '8', '”', '”', '“', 'Devamı', '[UNK]', '29', '19', 'Devamı', '13']",ham
485,"['PDF', '9', '—', '[UNK]', '[UNK]', 'Devamı', '”', '♦', '←', '3', 'PDF', '»', '←', '”', '22', 'Etiketler', 'PDF', '•', '—', 'PDF', '♥', '►', 'Home', '—', 'Devamı', '”', '…', '—', '18', '•', '73', '»', 'Devamı', '23', 'Devamı', '●', '·', '24', 'Download', '→', 'PDF', '”', '”', '“', '”', '2', '•', 'Devamı', 'PDF', 'PDF', '—', '19', 'Yoksa', '·', 'PDF', '36', '17', 'PDF', '→', '82', '•', '•', '😀', '•', '✓', '16', 'PDF', 'Devamı', 'Devamı', 'Devamı', '27', 'Haberler']",ham
486,[],ham
487,"['Download', '•', '”', '♦', 'Anasayfa', '26', '•', '—', '24', '28', '›', '12', '9', '36', '8', '24', '🙂', '360', '…', '16', '28', '72', '—', '…', '82', '✔', '”', 'Devamı', '■', '26', '“', '→', 'PDF', 'PDF', '•', '29', '6', '😉', '–', 'Download', 'Devamı', '✔', '11', '22', '»', '✔', 'Mevlana', '16', '360', '”', '—', '36', '»', '10', '›', 'PDF', 'Devamı', '♦', '25', '6', '27', 'PDF', '6', '►', '·', '16', '“', '24', '←', '36', 'Selamlar', '6', 'PDF', 'Download', '←', '·', '15', '—', '1', '24', '3', '29', '·', 'Devamı', '←', '16', '14', '4', '–', '7', '·', '🙂', '←', '›', '—', '•', '”', '22', 'Download', '6', 'Devamı', '·', '”', '12', 'PDF', 'İzlediğiniz', 'Devamı', '19', '·', '»', '18', '13', '36', 'Devamı', '9', '•', '🙂', 'Devamı', '39', '→', '23', '”', '•', '→', '→', '13', '♥', '72', '22', '22', 'Download', '•', '23', 'PDF', '●', '»', '→', '28', '15', '»', '2', '8', '8', '5', '😉', '”', '12', 'Bu', 'Devamı', 'Haberler', '→', '43', '11', '19', '·', '♥', '»', '»', '→', '9', '43', '4', '✓', '—', '»', '69', '36', 'PDF', '😀', '—', '2', '😀', '—', 'Haberler', 'Etiketler', '→', '11', '19', 'Devamı', '»', '“', '»', '2017', '”', 'Devamı', '8', 'Teşekkürler', 'PDF', 'Download', '19', '😀', 'Devamı', '»', 'Download', '✔', '😀', '✔', 'Devamı', '24', 'Teşekkürler', '16', '26', '→', '»', 'Yoksa', '41', '41', 'Download', '»', '27', '69', '😉', '16', '😀', '—', '§', '43', '13', '»', '•', '12', '←', 'PDF', '»', '3', '🙂', '3', '»', '4', '61', '•', '5', '73', 'Download', '2', '»', 'Devamı', '→', '23', 'Download', 'Devamı', '🙂', '♥', '4', '—', '”', 'Home', '—', '›', '36', '»', '●', 'PDF', '26', '”', '←', 'PDF', 'Anasayfa', '13', '😀', '69', '😀', 'Download', '39', '←', 'Devamı', '»', 'Devamı', 'Download', '—', '22', '•', 'PDF', '—', 'Download', '39', '”', '✔', 'Download', 'Devamı', '→', '·', '●', '·', '14', 'n', '→', '73', '2017', '8', 'Devamı', 'Download', 'Devamı', 'PDF', '›', '16', 'PDF', '·', '–', '”']",spam
488,"['Devamı', 'Devamı', '·', '72', '»', '—', 'Devamı', 'Devamı', '27', '61', 'Devamı', '29', '•', 'Cevap', 'PDF', 'PDF', 'Devamı', '›', '→', '»', 'Mevlana', '7', '→', '69', '1', '»', 'Devamı', '»', 'Yoksa', '•', '•', '”', '✔', '♦', '●', 'Etiketler', '—', '😊', '—', '←', '”', '»', '·', '😀', '√', '42', 'Cevapları', '69', 'PDF', '27', '♦', 'n', 'PDF', '►', '15', '•', '😀', '•', '29', '—', '“', '🙂', '”', '14', '”', '“', 'Devamı', '7', '8', 'Devamı', '·', '…', '2', 'Download', 'PDF', '•', '←', '”', '←', '19', '10', 'PDF', '[UNK]', '—', 'PDF', 'Devamı', '15', 'Bu', 'Haberler', '•', '»', 'Haberler', 'Devamı', '—', 'Mevlana', '–', '😀', '•', '»', '🙂', '»', 'Devamı', '►', '😉', '😀', '74', '73', 'Download', '”', '→', '17', 'Devamı', 'Bu', '🙂', '😊', '–', '►', '·', '♦']",ham
489,"['Devamı', 'Devamı']",ham
490,"['19', '23', 'Download', '✔', '”', 'Devamı', '♥', '→', '→', '24', 'Devamı', '›', 'Haberler', '”', '»', 'İzlediğiniz', '19', 'PDF', 'Haberler', 'Devamı', '8', 'Devamı', '·', 'Download', '🙂', 'Download', 'Mevlana', '73', 'Devamı', '–', '14', '”', '13', '·', '♥', '“', '7', '2', 'Download', '2017', '-', '→', '•', '73', 'Devamı', '✔', '»', '—', '”', '•', 'PDF', 'Home', '360', '”', '39', '16', 'Devamı', 'PDF', '—', '»', '§', '»', '25', '😀', '42', '§', '—', '69', '8', '·', 'PDF', '22', '”', 'Download', '→', '15', '—', '–', '😉', 'PDF', 'PDF', '13', '14', '•', '●', '”', 'Yoksa', '1', '—', 'Anasayfa', '—', '•', '6', '28', '»', 'Cevap', '»', '2', '1', '–']",spam
491,"['→', '→', '16', '🙂', 'PDF', '•', '22', '42', '·', 'Download', '♦', '●', '”', '24', '28', '♦', 'Neden', '»', 'Devamı', '“', 'PDF', 'Devamı', '8', '🙂', '»', '😉', '✔', '13', '13', '15', '”', 'Download', '→', 'Devamı', 'Devamı', '24', '♥', '»', 'Devamı', 'Bu', '›', '”', '—', 'PDF', '·', '14', 'Devamı', '✔', '»', '6', '»', '»', '←', '29', '29', 'n', '✓', '29', '5', '→', '—', 'PDF', '–', '•', '…', 'PDF', '7', '♦', '14', 'Devamı', '27', '28', '🙂', '—', 'Etiketler', 'Download', '”', '»', '41', '●', '—', '·', '—', 'Download', '25', 'Download', '23', 'Selamlar', '✔', 'Anasayfa', '17', 'Download', 'Download', '18', 'PDF', '»', '—', '21', '»', '♥', '😉', 'Download', 'Haberler', '8', '😀', '”', '”', '…', 'Devamı', '→', 'Download', 'Devamı', '•']",ham
492,"['→', '19', 'Devamı', '—', '—', '■', '—', '“', '←', 'Download', '🙂', '22', 'PDF', '″', '·', '♦', '♥', '2', '8', '»', '😉', 'Devamı', '“', '»', '—', 'Devamı', '—', '29', '23', '27', '–', '•', 'Home', '→', '›', '✔', '•', '9', '►', 'Devamı', '😀', '39', '♥', 'n', 'Devamı', '✓', '»', '§', 'Haberler', '←', '»', 'Devamı', '—', '24', '•', 'Ayrıca', '11', '28', '–', '•', '”', '73', '←', 'PDF', 'Devamı', '•', 'PDF', '4', 'PDF', '♥', '73', '23', '·', 'Download', '←', 'Devamı', '•', '”', '»', '”', 'Anasayfa', '22', '”', '”', '😀', '·', '“', 'Devamı', 'Download', 'Devamı', '—', '■', 'PDF', 'Devamı', '”', '18', '√', '✓', '”', '✔', '•', '»', '4', '43', '→', 'Neden', '21', 'Anasayfa', '—', '·', '😉', '→', '22', '29', 'Devamı', '»', 'PDF', '74', '82', '13', '»', 'PDF', 'Teşekkürler', 'PDF', '—', '·']",spam
493,"['5', '•', '😀', 'PDF', '16', '😀', '·', '•', '•', '»', '3', 'PDF', '61', '61', '14', '82', 'Download', 'Anasayfa', 'PDF', '·', '”', '√', '73', '21', '♥', 'Download', '—', '39', '»', '—', '4', '24', '“', '“', 'Cevap', '23', 'Download', '§', 'Download', '§', 'İzlediğiniz', '72', '§', '·', '·', 'Devamı', '[UNK]', '•', '73', '74', '19', 'Home', '✓', '•', '24', '←', '”', '•', '22', '·', '♥', 'PDF', '4', '1', 'Haberler', '23', 'Download', '8', '←', '♥', '›', 'Anasayfa', '😉', '″', '–', '8', '·', 'Haberler', 'İzlediğiniz', '2', '27', '·', '28', '»', '—', '14', 'Devamı', 'Devamı', '·', '3', '”', '28', '28', '23', 'Cevapları', 'PDF', 'Haberler', 'Download', '6', '→', '17', '22', '23', '·', '✔', 'Home', '–', 'Haberler', '41', 'Devamı', 'PDF', 'PDF', '→', '•', 'Cevapları', '5', '1', '»', '←', '2017', 'PDF', 'Devamı', '•', '42', 'Devamı', '19', 'Devamı', '…', '►', 'Cevap', '22', '8', 'İzlediğiniz', '•', '•', '…', '●', '·', 'Devamı', '73', 'Devamı', '•', '»', '24', '29', '—', '»', '—', '😉', 'Devamı', '»', '21', 'PDF', '4', 'Haberler', '6', 'Devamı', '6', 'Home', '√', '→', 'İzlediğiniz', '…', '›', 'PDF', 'Download', '●', '►', '·', '»', 'PDF', '22', '—', '73', '”', '»', '29', 'Devamı', 'Devamı', '»', 'Yoksa', 'Haberler', 'Neden', '16', 'Download', '←', '14', '•', '»', '→', '9', '→', 'PDF', '→', '36', '”', '14', 'Yoksa', '16', '»', 'Teşekkürler', '1', 'Devamı', '”', '·', '·', '✔', '19', 'Devamı', 'Mevlana', '·', '6', 'İzlediğiniz', '26', '6', '→']",spam
494,"['Devamı', 'Devamı', '13', '←', '[UNK]', '»', '·', '●', '–', '—', '“', '—', '”', '»', 'n', 'Etiketler', '“', '·', '»', 'Download', '·', 'PDF', 'Neden', '»', 'Mevlana', '”', '·', '10', '·', '😀', '8', '1', '←', '·', '→', '2017', 'Devamı', 'Ayrıca', '”', '—', '🙂', '§', '•', '“', '21', 'Devamı', '√', '»', 'Download', '21']",ham
495,"['Yoksa', '—', '→', '5', 'Devamı', '4', '1', 'Devamı', '●', '82', '10', '18', '♦', '”', '8', '–', '●', 'Ayrıca', 'PDF', '»', '”', '–', '·', '2017', '—', '●', '·', '·', 'Devamı', 'PDF', 'Home', '”', '28', '—', '36', '—', 'Devamı', 'Haberler', '»', '→', '9', '61', '2', '·', '”', 'Teşekkürler', '←', '1', '→', '[UNK]', '—', '·', '→', '25', 'Download', '”', '23', 'Devamı', '●', 'Devamı', 'PDF', '9', '14', '♦', '18', '74', '🙂', '22', '●', 'Devamı', 'Devamı', '1', '2', '15', '·', 'Download', '2', '22', '“', 'Home', '8', '•', '😀', '»', '♦', '😊', 'n', '·', 'Neden', 'Devamı', '—', '›', '♥', '28', '•', '6', 'Download', '·', '26', '…', '✔', '🙂', '√', 'Haberler', '28', '■', '14', 'Devamı']",spam
496,"['•', '28', '10', '”', '■', '360', 'Devamı', '»', '69', '·', 'Devamı', '15', 'Download', 'PDF', 'Download', '12', '82', '23', '🙂', '🙂', '»', '8', '”', 'Devamı', '•', '•', '•', '61', '36', '✔', '”', 'Yoksa', '“', 'Devamı', '🙂', '●', '😀', '✔', '23', '»', '—', '[UNK]', 'Haberler', '●', '►', 'Download', '·', '♥', '9', '”', '18', '·', '§', '12', 'Devamı', '♥', '–', '←', '›', '22', '21', 'Devamı', '✔', '•', '42', '😀', '→', '♦', '•', '74', '25', '§', '4', 'PDF', 'Haberler', '•', 'Devamı', '”']",ham
497,"['28', '”', '●', '♥', '7', 'Devamı', '”', '😀', '”', '😀', 'Download', 'PDF', '2', '✔', '■', '🙂', '»', '→', '•', '→', 'PDF', '18', '26', 'Devamı', '»', '»', '39', '1', '•', '■', '→', '”', '·', 'Devamı', '§', '►', '23', '”', '»', '♦', 'PDF', '🙂', '69', '√', '28', '😀', '29', '73', 'Download', '■', 'Download', '—', 'Etiketler', '♦', '→', 'Neden', '13', 'Download', '»', 'Devamı', '10', '●']",ham
498,"['”', '”', 'Devamı', '–', '·', '11', '”', 'Download', '→', 'Neden', '✓', 'Selamlar', 'Download', '←', '»', '←', '15', 'Devamı', '→', '16', 'Teşekkürler', '19', '§', '”', '”', '1', '13', 'PDF', '9', '…', '…', '”', 'Anasayfa', '·', '360', '←', 'Download', '82', '■', '»', '►', '”', '9', '—', '→', '41', '29', '”', 'Download', 'PDF', '3', '1', '11', '•', 'Devamı', 'Yoksa', '✓', '•', '28', 'Neden', '”', '—', 'PDF', '→']",ham
